round,average_score,average_distance,num_closer_than_average,winner,score,distance,lat,lng,description,silver,silver_score,silver_distance,silver_lat,silver_lng,silver_description,bronze,bronze_score,bronze_distance,bronze_lat,bronze_lng,bronze_description,loser,loser_score,loser_distance,loser_lat,loser_lng,loser_description
Vadsø,6549.82900990099,3829744.423556215,560,Norway,12991.93,32305.993104226603,69.94539487500018,28.98661503409093,"69.945395, 28.986615",Tones,11984.64,39432.81968216235,69.72189,29.8842,,Vladimir Putin,10977.05,47783.25764720585,69.6619950000001,30.109339,Murmansk northwestmost point,Antarctica,1186.93,15263737.764909437,-66.40894396551718,51.142061281337135,"-66.408944, 51.142061"
Port Edward,5404.701870187018,8413768.273438105,496,South Africa,12998.9,4413.143132278167,-31.079584120999925,30.196250916000167,KwaZulu-Natal southmost point 2,them,11956.01,154038.6298280777,-29.854836,31.03925,,nhmartin4,10950.45,154258.81167705503,-29.851679,31.037518,,Ralsoda,746.49,17026828.939997014,48.400017,-122.65968,
Port Shepstone,5409.74807480748,8393544.001750205,499,South Africa,12988.76,44980.23417982373,-31.078472000999966,30.194377742000086,Eastern Cape eastmost point,them,11966.16,113419.30513191508,-29.854836,31.03925,,nhmartin4,10960.6,113643.06258488917,-29.851679,31.037518,,Ralsoda,749.3,17015579.53131957,48.400017,-122.65968,
Pietermaritzburg,5431.420275027503,8306789.425512677,497,South Africa,12996.06,15776.965266899404,-29.528596056802634,30.52057334181984,KwaZulu-Natal boundary circular mean,nhmartin4,11977.63,67509.3158602115,-29.851679,31.037518,,them,10972.05,67798.92647761012,-29.854836,31.03925,,Ralsoda,773.94,16916948.932144906,48.400017,-122.65968,
Ekuvukeni,5454.244950495049,8215422.42160682,500,South Africa,12999.64,1445.0401419165541,-28.4800853724999,30.15135766666678,"-28.480085, 30.151358",Lesotho,11966.75,111066.14415314213,-29.016090391999967,29.203109741000045,Mokhotlong northeastmost point,Mbabane House,10945.74,173121.1720971818,-27.164741056706585,31.119045859059252,Shiselweni southwestmost point,Ralsoda,802.25,16803627.80353344,48.400017,-122.65968,
Vryheid,5465.260924092409,8171325.175719048,501,South Africa,12983.09,67699.26931256636,-28.37835415590675,30.79166048364158,KwaZulu-Natal pole of inaccessibility,Mbabane House,11975.86,74603.48861245163,-27.164741056706585,31.119045859059252,Shiselweni southwestmost point,sirey,10961.13,111508.41277314,-26.771977,30.907234,,Ralsoda,807.81,16781346.749731187,48.400017,-122.65968,
Lukwatini,5497.919086908691,8040594.44393466,509,Mbabane House,12992.51,29966.285157736565,-26.315988539999978,30.897813796000094,Hhohho westmost point,sirey,11984.21,41177.107851588335,-26.258503,31.167612,,dfshapir,10976.48,50046.64207179332,-25.905408,31.295129,,Ralsoda,845.53,16630358.723112956,48.400017,-122.65968,
Mbombela,5508.335511551155,7998922.105507127,509,Mbabane House,12987.0,52037.91518103004,-25.92115020799997,31.126569748,Northwestmost point,dfshapir,11980.02,57921.12509990888,-25.905408,31.295129,,South Africa,10969.06,79751.94461718336,-25.871028433883556,30.30578527544087,Mpumalanga centroid,Ralsoda,856.53,16586348.911882065,48.400017,-122.65968,
Praktiseer,5527.477810781078,7922295.433012721,518,Cameera,12991.7,33208.9868150241,-24.454143,30.612454,,South Africa,11981.85,50617.376807259185,-25.013691814954456,30.15135766666678,"-25.013692, 30.151358",MuadBid,10976.26,50939.298159394406,-24.674055,30.810958,,Ralsoda,886.22,16467469.58187486,48.400017,-122.65968,
Nkowakowa,5540.502233223322,7870133.930035893,521,Cameera,12982.24,71098.6219348538,-24.454143,30.612454,,South Africa,11976.13,73513.57004181258,-23.624587446985135,29.624475483582117,Limpopo pole of inaccessibility,MuadBid,10963.43,102287.2397870403,-24.674055,30.810958,,Ralsoda,902.59,16401966.321201041,48.400017,-122.65968,
Thohoyandou,5557.195676567657,7803334.368482149,527,Zimbabwe,12982.88,68517.5321964907,-22.35493016099997,30.294939303000035,Matabeleland South southmost point,South Africa,11969.88,98513.70786070895,-22.5792914184903,31.359768281201085,Northeastmost point,Mozambique,10963.35,102614.83914679373,-22.420276641999976,31.307275773000015,Gaza westmost point,Ralsoda,921.56,16326030.0031139,48.400017,-122.65968,
Masvingo,5609.003718371837,7595970.165957139,545,ManasMan,12993.56,25774.596927204548,-20.272971,30.933914,,Zimbabwe,11976.51,71977.43271906141,-20.457075943599637,31.37565589796977,Masvingo pole of inaccessibility,The Sultan of Salt,10941.37,190594.6621010263,-18.47122,31.49927,,Ralsoda,984.79,16072908.297367653,48.400017,-122.65968,
Shurugwi,5619.316666666667,7554664.218973552,547,Zimbabwe,12990.41,38399.92525044303,-19.332965782649076,29.926793836449463,Midlands pole of inaccessibility,ManasMan,11965.04,117894.30629046603,-20.272971,30.933914,,The Sultan of Salt,10937.55,205919.25339296652,-18.47122,31.49927,,Ralsoda,1005.2,15991216.170622643,48.400017,-122.65968,
Chegutu,5647.172332233224,7443157.08263788,554,Zimbabwe,12991.49,34081.08312241734,-17.85229977064134,30.004838154953646,Mashonaland West pole of inaccessibility,The Sultan of Salt,11957.43,148348.5032944189,-18.47122,31.49927,,Zambia,10931.5,230135.9947944889,-16.474304198999903,28.840270996000015,Southern eastmost point,Ralsoda,1040.25,15850888.412739499,48.400017,-122.65968,
Chinhoyi,5660.957051705171,7387952.458106519,558,Zimbabwe,12987.94,48265.43864637896,-17.551942410999853,30.611492392000176,Mashonaland Central southwestmost point,Mozambique,11956.06,153838.2863251637,-15.999998092999876,30.424594878999976,Tete southwestmost point,Zambia,10945.17,175410.4114651286,-16.474304198999903,28.840270996000015,Southern eastmost point,Ralsoda,1057.91,15780225.888152452,48.400017,-122.65968,
Mhangura,5669.727117711771,7352845.751951602,559,Zimbabwe,12985.45,58231.61743843925,-17.18342648227911,29.71188974594632,Mashonaland West centroid,Mozambique,11968.74,103084.1373569625,-15.999998092999876,30.424594878999976,Tete southwestmost point,Zambia,10953.94,140307.97797106105,-15.645676286999901,30.360937939000046,Lusaka southeastmost point,Samoa,1055.92,15788165.790061826,-13.79585075299991,-172.5474700919999,Southwestmost point
Luangwa,5692.1354125412545,7263194.514590703,567,Zambia,12999.91,362.99312588820857,-15.614876286999959,30.413837939000075,Lusaka eastmost point,Zimbabwe,11994.28,860.3344511005396,-15.61071470099995,30.411541281000154,Mashonaland Central northmost point,Mozambique,10978.34,42632.5712835179,-15.999998092999876,30.424594878999976,Tete southwestmost point,Samoa,1032.13,15883414.346607853,-13.79585075299991,-172.5474700919999,Southwestmost point
Nyimba,5709.9070517051705,7192030.020220319,575,Mozambique,12988.75,45051.22320457303,-14.875476286999966,30.556537939000066,Tete northwestmost point,Zambia,11976.48,72096.46160479073,-14.792076286999869,30.190437939000162,Lusaka northeastmost point,Zimbabwe,10957.77,124960.4098667567,-15.61071470099995,30.411541281000154,Mashonaland Central northmost point,Samoa,1016.22,15947084.12566479,-13.79585075299991,-172.5474700919999,Southwestmost point
Serenje,5736.177150715072,7086846.155462516,578,Democratic Republic of the Congo,12987.38,50509.32798010063,-13.42367079591123,29.811754999787905,Southeastmost point,Zambia,11977.81,66791.30724709619,-12.902399425999931,30.750387904000092,Muchinga southwestmost point,Mozambique,10942.53,185947.94838380648,-14.875476286999966,30.556537939000066,Tete northwestmost point,Samoa,978.1,16099693.332689684,-13.79585075299991,-172.5474700919999,Southwestmost point
Mporokoso,5806.677744774477,6804656.55684045,582,Zambia,12982.71,69223.62008277261,-9.716642086950989,30.651221496550175,Northern centroid,Democratic Republic of the Congo,11964.53,119951.87171655416,-8.419176286999914,29.614437939000084,Tanganyika southmost point,Tanzania,10955.79,132893.36020734409,-8.6028762869999,31.050537939000037,Southwestmost point,Samoa,897.08,16424014.615911286,-13.79585075299991,-172.5474700919999,Southwestmost point
Kituku,5838.755698569857,6676248.168373408,581,Tanzania,12984.33,62737.85288157029,-7.018039701999896,30.234056473000123,Katavi southwestmost point,Democratic Republic of the Congo,11975.82,74736.20257654345,-7.82301400099982,29.573074,Haut-Katanga northeastmost point,Zambia,10968.53,81874.4821518217,-8.271976286999973,30.46443793900005,Northmost point,Cook Islands,849.98,16612556.136462959,-21.959087370999896,-157.9335021969999,Southmost point
Karema,5851.63403740374,6624671.501209289,582,Tanzania,12993.27,26934.705249950868,-7.001913367022314,30.27715943883787,Rukwa northwestmost point,Democratic Republic of the Congo,11957.83,146777.40541567607,-7.82301400099982,29.573074,Haut-Katanga northeastmost point,Zambia,10948.66,161419.18070510455,-8.271976286999973,30.46443793900005,Northmost point,Cook Islands,831.29,16687383.4328208,-21.959087370999896,-157.9335021969999,Southmost point
Uvinza,5882.808811881188,6499879.176794007,583,Tanzania,12992.0,32041.351032126175,-5.135649204999936,30.678625107000187,Katavi northmost point,Burundi,11969.58,99711.46599608885,-4.277047155999924,30.04221344100012,Makamba southeastmost point,Democratic Republic of the Congo,10963.62,101528.61094516821,-5.431340008483801,29.535269443104447,Tanganyika northeastmost point,Cook Islands,785.1,16872286.419452142,-21.959087370999896,-157.9335021969999,Southmost point
Kasulu,5893.32896589659,6457790.85178412,583,Burundi,12991.51,33980.31382038589,-4.277047155999924,30.04221344100012,Makamba southeastmost point,Tanzania,11984.67,39310.54842554026,-4.76356894859772,30.40358474963779,Kigoma centroid,Democratic Republic of the Congo,10969.28,78899.11531247768,-4.505403041999955,29.394308090000095,Sud-Kivu eastmost point,Cook Islands,768.8,16937509.55387594,-21.959087370999896,-157.9335021969999,Southmost point
Cendajuru,5914.454796479648,6373199.830655272,586,Burundi,12997.77,8941.097672198393,-3.361880064999981,30.635129929000072,Ruyigi northeastmost point,Tanzania,11985.63,35484.61104678158,-3.568080901999906,30.446058272000133,Kigoma northwestmost point,qwerq9321,10967.86,84571.58824589796,-2.530344,30.547098,,Cook Islands,738.66,17058182.023398332,-21.959087370999896,-157.9335021969999,Southmost point
Kibungo,5934.674268426843,6292284.700419369,601,Burundi,12994.41,22375.837260309512,-2.30982255899994,30.408594132000076,Northmost point,Rwanda,11985.5,35991.26444818897,-1.846763128392412,30.45996042335057,Iburasirazuba centroid,qwerq9321,10978.69,41216.6288274496,-2.530344,30.547098,,Cook Islands,708.8,17177681.995351978,-21.256663999999887,-159.818604,Rarotonga southwestmost point
Kigali,5940.055610561056,6270743.391580573,600,Stone,12999.0,4008.420230920712,-1.955766,30.094447,,Rwanda,11993.03,5859.258982353228,-1.935237594247624,30.109477106751257,Umujyi wa Kigali boundary circular mean,Burundi,10978.16,43327.25283410008,-2.32684016099995,29.959877015000075,Kirundo northmost point,Cook Islands,698.64,17218359.25254877,-21.959087370999896,-157.9335021969999,Southmost point
Mbarara,5961.244796479648,6185923.10247723,605,Uganda,12994.31,22758.895934901408,-0.477449870069724,30.80885173172527,Mbarara pole of inaccessibility,Tanzania,11983.41,44372.882408547186,-0.985787509999909,30.76681900000017,Northmost point,Rwanda,10975.48,54059.5163852718,-1.047450184999946,30.44772529500017,Northmost point,Cook Islands,670.42,17331327.48577335,-21.256663999999887,-159.818604,Rarotonga southwestmost point
Bunia,5999.742552255226,6031792.390178396,608,Uganda,12988.59,45656.49541744915,1.210824729000024,30.469282150000026,Bundibugyo northmost point,Democratic Republic of the Congo,11982.89,46434.5584882054,1.266250968000065,30.54972648500013,Ituri southeastmost point,fgeva,10974.27,58902.51297741155,1.246745,29.824505,,Cook Islands,611.32,17567926.204495534,-21.256663999999887,-159.818604,Rarotonga southwestmost point
Aru,6019.782112211221,5951550.419844013,612,Uganda,12994.34,22643.634759936867,3.052187919000175,30.76803016700012,Arua westmost point,South Sudan,11977.29,68847.43455617309,3.480998993000071,30.86195373600009,Southmost point,Democratic Republic of the Congo,10970.97,72133.39427828357,3.503429891000109,30.939638138000134,Ituri northeastmost point,Cook Islands,586.59,17666915.05059877,-21.256663999999887,-159.818604,Rarotonga southwestmost point
Arua,6022.238261826183,5941741.802602247,612,Uganda,12995.93,16275.913441996445,3.052187919000175,30.76803016700012,Arua westmost point,South Sudan,11981.62,51535.32885506314,3.480998993000071,30.86195373600009,Southmost point,Democratic Republic of the Congo,10975.54,53834.127213595646,3.503429891000109,30.939638138000134,Ituri northeastmost point,Cook Islands,583.67,17678588.404590216,-21.256663999999887,-159.818604,Rarotonga southwestmost point
Yei,6041.374796479648,5865089.623471354,616,Democratic Republic of the Congo,12988.22,47161.77811975527,3.68023800900005,30.58492088400004,Haut-Uele eastmost point,South Sudan,11982.35,48591.34549056399,3.783268846571914,30.98393098226029,Central Equatoria boundary circular mean,Uganda,10974.79,56838.47578395718,3.66214799900007,30.949796677,Arua northwestmost point,Cook Islands,554.48,17795463.03266156,-21.256663999999887,-159.818604,Rarotonga southwestmost point
Yirol,6083.921738173817,5694774.893988502,623,South Sudan,12991.04,35853.92843184058,6.251266003000069,30.613790512000037,Central Equatoria northmost point,Democratic Republic of the Congo,11936.03,234043.304952962,4.558716774000118,29.820289612000188,Haut-Uele northeastmost point,Ethiopia,10910.77,313102.2292393411,7.879337311000143,33.00153732299998,Westmost point,Cook Islands,493.64,18038971.574237876,-21.256663999999887,-159.818604,Rarotonga southwestmost point
Leer (South Sudan),6115.40903190319,5568730.597830393,631,South Sudan,12992.69,29281.32978427925,8.493030178800822,30.324898342235798,Unity boundary circular mean,Sudan,11951.17,173421.9147884318,9.738073349000105,29.522029878000126,West Kurdufan southeastmost point,Ethiopia,10909.43,318462.52339750907,7.879337311000143,33.00153732299998,Westmost point,Cook Islands,450.8,18210482.274226435,-18.0891996919378,-163.17781083989462,Palmerston southwestmost point
Talodi,6155.1660726072605,5409607.117078667,631,Sudan,12984.32,62765.6423949767,10.348276174230811,30.875700189375074,"10.348276, 30.8757",South Sudan,11978.68,63317.49140384098,10.294349671000134,29.913770675000137,Unity northmost point,Ethiopia,10890.11,395794.25081248616,8.432418823000152,33.21721649199997,Gambela Peoples northwestmost point,Cook Islands,443.69,18238931.974887103,-10.893611,-165.87944,Westmost point
Ar Rahad,6190.332805280528,5268809.998667274,632,Sudan,12986.57,53756.07575440434,12.239219666000054,30.572299958000087,North Kurdufan southmost point,South Sudan,11947.38,188578.09958719497,11.905389786000114,32.17435836900017,Upper Nile northwestmost point,Ethiopia,10866.56,490085.39987200906,11.735230447000053,35.046604156000114,Benshangul-Gumaz northwestmost point,Cook Islands,452.18,18204934.790574852,-10.893611,-165.87944,Westmost point
El Obeid,6200.249680968097,5229136.831974833,634,Sudan,12985.7,57233.063577916626,12.753390312000022,29.92767906100005,South Kurdufan northmost point,South Sudan,11930.62,255672.2013765624,11.905389786000114,32.17435836900017,Upper Nile northwestmost point,Ethiopia,10851.94,548583.6488319486,11.735230447000053,35.046604156000114,Benshangul-Gumaz northwestmost point,Cook Islands,441.78,18246590.966629468,-10.893611,-165.87944,Westmost point
Ad Dabbah,6281.410550055006,4904200.644682245,635,Sudan,12996.87,12518.704002402954,18.137675807307716,30.875700189375074,"18.137676, 30.8757",Egypt,11884.55,440111.30545930605,22.007605361047613,31.010704218280306,Aswan southwestmost point,Ramy,10868.63,481781.7783705914,22.336281,31.624662,,Cook Islands,493.95,18037753.28732832,-10.893611,-165.87944,Westmost point
Dongola (Sudan),6303.308690869087,4816566.445605146,635,Sudan,12989.37,42568.33000700565,19.250447183461556,30.875700189375074,"19.250447, 30.8757",Egypt,11915.25,317206.6725852765,21.99920082200009,30.000000000000114,Al Wadi al Jadid southmost point 2,Ramy,10896.43,370519.2038238926,22.336281,31.624662,,Cook Islands,495.0,18033549.73299309,-10.893611,-165.87944,Westmost point
Al Khārjah,6409.62299229923,4390965.853533,626,Egypt,12978.64,85494.08658387359,24.832429078437602,31.05095658495013,"24.832429, 31.050957",maplemanatee,11942.39,208575.0714880742,25.74047,32.60151,,Cameera,10936.88,208576.51375709847,25.740443,32.601529,,Niue,555.11,17792916.172988564,-19.074722288999908,-169.95083618299992,Westmost point 2
Mallawī,6444.553146314632,4251164.4222816015,621,Egypt,12996.05,15821.799338452722,27.59071350100004,30.829832078000095,Al Minya southmost point,BD82,11934.83,238815.5028688465,29.84957,31.25481,,kalanz,10928.94,240362.29890264873,29.869153,31.216281,,Niue,580.99,17689330.891206704,-18.978612899999924,-169.8997192379999,Northwestmost point
Minya,6450.641100110011,4226793.894798337,621,Egypt,12995.58,17686.903324451345,28.093388068375152,30.5778332631893,Al Minya centroid,BD82,11944.2,201323.78424322957,29.84957,31.25481,,kalanz,10938.38,202580.06490901692,29.869153,31.216281,,Niue,582.62,17682809.65381889,-18.978612899999924,-169.8997192379999,Northwestmost point
